Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
781,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.05,74.1,Subadult,Unknown,17-10-2011,Mali,Oases,Least Concern,Ashley Donaldson,Form painting after reveal sort bed relate treatment short need pressure million gun cup church movie teacher.
673,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.05,624.1,Adult,Male,07-01-2014,Indonesia,Estuaries,Least Concern,Chris Ellis,Material first society purpose enjoy.
120,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.22,809.0,Adult,Male,07-09-2006,Malaysia,Coastal Wetlands,Least Concern,Morgan Valencia,Candidate have no five letter environment easy best face his past eat.
54,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.83,953.9,Adult,Unknown,19-05-2011,Papua New Guinea,Coastal Wetlands,Least Concern,Gary Santiago,Form really explain war spend nearly lawyer fire follow wife.
152,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.53,20.3,Adult,Unknown,15-07-2009,Ghana,Forest Swamps,Vulnerable,Pamela Flores,Have including none determine certainly end.
404,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,3.12,166.5,Adult,Unknown,24-12-2007,Papua New Guinea,Rivers,Least Concern,Michael Sawyer,Scientist do author save.
946,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.51,111.5,Subadult,Male,09-03-2017,Cameroon,Forest Rivers,Endangered,Gregory Quinn,Sense involve purpose together knowledge with purpose five sign trial recently painting.
208,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.91,906.6,Adult,Male,06-11-2016,Australia,Tidal Rivers,Least Concern,Sylvia Jones,Cup position speak begin suggest speak business.
659,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.46,208.3,Subadult,Unknown,20-09-2010,Nepal,Marshes,Vulnerable,Brian Cox,Agreement executive must assume others series finally necessary.
844,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.52,123.3,Adult,Male,18-03-2012,Congo Basin Countries,Swamps,Endangered,Mr. Mark Smith DDS,Together scientist hair allow phone weight medical.
763,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,0.8,102.1,Hatchling,Male,15-05-2023,Venezuela,Flooded Savannas,Critically Endangered,Keith Serrano,Understand each training purpose program painting.
9,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.05,201.2,Adult,Male,16-04-2020,Sudan,Lakes,Least Concern,Deborah Mason,Medical blood personal success medical current hear claim well.
808,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.16,389.4,Adult,Female,03-01-2018,Colombia,Large Rivers,Critically Endangered,Raymond Mills,Reach color wear one choose notice year its position radio eye garden why necessary sea especially message decision design.
37,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.48,21.9,Adult,Female,10-12-2021,Côte d'Ivoire,Small Streams,Vulnerable,Morgan Marsh,Major event magazine home protect something right subject try wonder move trade.
453,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.33,550.0,Adult,Unknown,08-07-2008,Malaysia,Mangroves,Least Concern,Katherine Green,Special music adult shake wrong they budget late table kind along computer process single.
652,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.74,63.9,Juvenile,Unknown,09-10-2019,Mali,Lakes,Least Concern,Samuel Cox,Whatever TV arrive glass support term standard far century table will tree drug still.
254,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,0.38,22.0,Hatchling,Male,20-08-2015,Philippines,Ponds,Critically Endangered,Melissa Mendoza,Power someone both receive around wall city indeed opportunity.
304,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.18,76.2,Adult,Male,25-05-2011,Cambodia,Slow Rivers,Critically Endangered,Rebecca Gutierrez,Might act strategy eat behavior purpose start away use live government.
747,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.3,214.5,Subadult,Unknown,05-09-2006,Iran (historic),Marshes,Vulnerable,William Hall,Decision head staff center within recognize practice law box material almost everyone his still be.
572,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.81,45.5,Subadult,Male,06-04-2021,Philippines,Rivers,Critically Endangered,Shane Boyd,Kind accept thank attorney court plant center.
624,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.62,38.9,Adult,Female,06-04-2021,Philippines,Rivers,Critically Endangered,Christina Lopez,Card inside former all program.
733,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.21,527.9,Adult,Female,05-06-2010,Philippines,Coastal Wetlands,Least Concern,Laura Lin,Continue role treat politics many strategy now list goal.
892,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.74,96.4,Adult,Unknown,20-11-2012,Papua New Guinea,Rivers,Least Concern,Carolyn Porter,Free pattern science structure.
263,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.56,47.1,Juvenile,Female,12-09-2009,Cuba,Freshwater Wetlands,Critically Endangered,Janice Petty,Event white wife laugh card include record security federal reduce team.
611,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.94,122.6,Adult,Unknown,12-05-2015,Malaysia (Borneo),Estuarine Systems,Data Deficient,Lisa Barnes,First skin her who easy establish mother range image.
298,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,1.63,169.1,Juvenile,Unknown,27-01-2014,South Africa,Marshes,Least Concern,Jillian Lyons,Beyond meet skill song.
415,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.07,195.5,Adult,Unknown,07-05-2008,Colombia,Mangroves,Vulnerable,Shannon Robinson,Student evidence role save east force often through option chance off above woman always.
151,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.17,60.6,Adult,Female,27-12-2021,Australia,Freshwater Rivers,Least Concern,Christine Herman,Focus executive letter possible final growth third letter sort.
789,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.63,193.2,Juvenile,Female,15-11-2018,Venezuela,Large Rivers,Critically Endangered,Erica Fletcher,Never science run TV international back camera add mind building culture thank box those manager phone.
641,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.13,60.4,Adult,Male,30-09-2009,Australia,Gorges,Least Concern,David Smith,Blood second high president thank plant nearly stage determine.
890,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.74,107.4,Adult,Male,13-05-2015,Indonesia (Papua),Lakes,Least Concern,Hannah French,Of mission vote spend physical sing protect agent note agency watch better turn soon rock support.
551,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.44,200.8,Adult,Unknown,31-01-2023,Indonesia (Borneo),Rivers,Data Deficient,Tom Butler,Last next hear officer campaign wall act special strong fund industry rate.
887,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.06,49.3,Adult,Male,23-01-2022,Australia,Billabongs,Least Concern,Sharon Ramirez,Toward policy forget project economy ground actually.
489,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.29,88.5,Subadult,Female,27-03-2009,Cameroon,Swamps,Endangered,Kayla Gutierrez,Produce nothing effect effort bank me box product conference consider hotel bar theory.
148,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.41,220.3,Adult,Male,08-12-2008,Ghana,Swamps,Critically Endangered,Samuel Turner,South trip none whose newspaper care drug data position.
147,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.42,78.6,Adult,Female,29-04-2009,Mexico,Rivers,Least Concern,Jessica Simpson,Walk provide skill five indicate chance heavy senior.
721,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,106.7,Subadult,Male,12-05-2019,Papua New Guinea,Swamps,Least Concern,Devin Andersen,Four best fact loss.
932,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.97,269.9,Adult,Female,12-08-2005,Sri Lanka,Marshes,Vulnerable,Caitlin Gilmore,Indeed mother peace citizen need.
740,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.43,95.5,Adult,Male,06-08-2018,Mexico,Lagoons,Least Concern,Angela Arnold,Establish among along medical.
660,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.58,48.3,Juvenile,Unknown,18-08-2020,Senegal,Rivers,Least Concern,Amanda Adams,North nor so animal fire want across ground executive huge crime sell rise wind.
349,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.92,166.7,Adult,Female,17-09-2020,Vietnam,Slow Rivers,Critically Endangered,Wesley Browning,Last capital present ok range dark catch read together travel involve.
464,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.31,88.6,Juvenile,Female,24-12-2017,Malaysia (Borneo),Estuarine Systems,Data Deficient,Nathan Casey,Teacher base own test too imagine guy price.
326,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.28,73.1,Adult,Unknown,06-05-2005,Papua New Guinea,Freshwater Wetlands,Least Concern,Christine Price,View city rock seat near business loss federal growth appear project wind door.
187,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.03,11.3,Subadult,Female,15-11-2013,Guinea,Forest Swamps,Vulnerable,Julia Martinez,Kid a when dark read car practice city usually ever.
124,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.26,86.1,Adult,Male,19-12-2020,Cuba,Swamps,Critically Endangered,Amber Taylor,Sound mind chance throw cause use five hotel pattern successful order medical meeting majority.
854,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,83.9,Subadult,Unknown,10-02-2012,Congo Basin Countries,Forest Rivers,Endangered,Brenda Bryant,Affect region decade respond far health focus so.
609,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.67,49.8,Juvenile,Male,18-05-2010,Indonesia (Borneo),Estuarine Systems,Data Deficient,Elijah Wall,Own democratic grow campaign performance avoid effort high tough hundred.
144,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.11,179.1,Subadult,Male,12-02-2005,Iran (historic),Rivers,Vulnerable,Jennifer Miranda,Drive attack order land public the each.
959,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.01,141.4,Subadult,Female,04-01-2020,Papua New Guinea,Freshwater Wetlands,Least Concern,Pamela Miller,Simply year land high church know finish view lay.
198,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.36,83.0,Subadult,Unknown,28-10-2022,Papua New Guinea,Swamps,Least Concern,Lori Crawford,Growth matter note happy effort bill off reveal direction meeting analysis television each line him change use.
610,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.34,65.2,Subadult,Female,19-09-2006,Australia,Gorges,Least Concern,David Coleman,Movie audience run yet recent cover head price.
280,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.51,23.7,Adult,Female,24-02-2013,Congo (DRC),Forest Swamps,Data Deficient,Jennifer Kelley,Fight security tough gas include position mention claim determine.
294,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.11,14.6,Subadult,Unknown,27-08-2015,Congo (DRC),Forest Swamps,Data Deficient,Melissa Patterson,Smile high open scientist seven recent best care local discussion teacher exist theory.
401,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.73,36.9,Adult,Unknown,07-01-2017,Congo (DRC),Forest Swamps,Data Deficient,Zachary Holland,Movement which ball least short possible computer always his course receive.
123,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.37,18.1,Adult,Female,26-07-2020,Côte d'Ivoire,Forest Swamps,Vulnerable,Diana Hays,Budget window hour some fund voice sense current meeting.
184,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.1,70.3,Adult,Female,23-05-2013,Indonesia (Papua),Swamps,Least Concern,Robin Taylor,Try yeah term camera tend economic represent stock seven put majority officer environmental increase later.
203,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,0.56,133.9,Hatchling,Female,26-07-2020,Uganda,Reservoirs,Least Concern,Anthony Shea DDS,Analysis discuss suddenly including.
439,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.34,76.8,Subadult,Male,09-06-2017,Australia,Billabongs,Least Concern,Carla Robinson,Determine could today party story moment mother necessary series box leave.
247,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.07,84.4,Adult,Male,16-08-2022,Cuba,Swamps,Critically Endangered,Amber Vang,President after ready indicate herself natural listen check.
416,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.92,161.0,Subadult,Female,02-01-2007,Ghana,Shaded Forest Rivers,Critically Endangered,Randy Johnson,Hour special recent better manager bar send really image design grow dream your administration protect class learn.
933,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.6,111.8,Adult,Unknown,09-04-2023,Mali,Rivers,Least Concern,William Vaughn,Wish professional chair knowledge sense career herself.
766,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.49,233.2,Adult,Female,18-08-2009,India,Rivers,Vulnerable,Lee Rodriguez,Available TV wear treat piece scientist job.
907,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.6,Subadult,Female,27-09-2016,Liberia,Small Streams,Vulnerable,Stacy Leon,Southern find fact give Congress million too marriage page.
836,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.95,33.9,Juvenile,Unknown,22-02-2010,Papua New Guinea,Freshwater Wetlands,Least Concern,Rebecca Kaufman DDS,Sound study the training each reveal attorney security.
888,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.27,32.7,Hatchling,Unknown,30-11-2007,Laos,Swamps,Critically Endangered,Karla Willis,Opportunity program billion sit remain night study heart million understand him.
130,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.88,154.9,Adult,Female,26-05-2019,Laos,Swamps,Critically Endangered,Hannah Ramos,Section degree still even no even body scientist.
638,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.33,55.6,Juvenile,Female,20-07-2016,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Angel Allen,Policy walk everyone.
403,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,0.53,263.9,Hatchling,Unknown,24-07-2005,Papua New Guinea,Mangroves,Least Concern,Ricky Schneider,Move strong last yet already argue skin amount brother southern project.
785,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.17,91.9,Subadult,Unknown,05-11-2022,Mauritania,Rivers,Least Concern,Jamie Jordan,Whom night low traditional mouth each admit.
771,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.6,29.0,Hatchling,Unknown,16-04-2019,Vietnam,Swamps,Critically Endangered,Kimberly Lloyd,Major state hard example way interview know.
736,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.33,418.1,Adult,Female,09-03-2009,Cuba,Estuaries,Vulnerable,Danielle Warner,Their citizen explain move drop military.
914,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.6,105.9,Adult,Male,25-08-2010,Belize,Lagoons,Least Concern,Alexis Weeks,Too break fact toward process trip former computer.
220,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.76,94.8,Subadult,Unknown,07-12-2007,Papua New Guinea,Rivers,Least Concern,Tracy Wilkerson,Think goal heart stock small official serve difficult later son almost after.
642,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.88,141.9,Adult,Male,17-02-2021,Belize,Lagoons,Least Concern,Kevin Morton,Choose discussion risk happy total behavior consider continue television country make role positive again.
916,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.9,126.3,Subadult,Unknown,29-05-2020,Guatemala,Swamps,Least Concern,Jason Ramirez,Stage major outside phone house receive last.
753,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.96,139.6,Adult,Unknown,29-12-2015,Cuba,Swamps,Critically Endangered,Becky Carroll,Structure summer kitchen admit across already grow point news impact often bag today.
807,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.45,201.3,Adult,Female,28-10-2010,Colombia,Estuaries,Vulnerable,Karl Gutierrez,Evening current without else keep begin great.
920,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.76,137.8,Subadult,Unknown,30-07-2021,Sierra Leone,Shaded Forest Rivers,Critically Endangered,Luis Kim,Kind shoulder production mean window shoulder right analysis add check.
625,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.0,60.9,Adult,Female,05-05-2024,Philippines,Freshwater Marshes,Critically Endangered,Tina Bird,Inside nearly son research foot share think maybe.
875,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.56,97.8,Adult,Female,23-05-2018,Cuba,Freshwater Wetlands,Critically Endangered,Elizabeth Page,Property mind officer third service capital instead product often various alone town his.
761,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.8,44.7,Adult,Unknown,15-12-2018,Philippines,Ponds,Critically Endangered,Russell Carter,Forget sometimes within discuss fire win realize knowledge whatever.
387,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.12,1139.7,Adult,Male,14-07-2011,Papua New Guinea,Coastal Wetlands,Least Concern,Chad Shaffer,Throw receive us perhaps lawyer interest star his difficult interesting account.
973,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.25,204.5,Adult,Male,30-09-2023,Cuba,Coastal Lagoons,Vulnerable,Jonathan Rivas,Company actually today prevent where then report rest dark environment provide white could ready.
510,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.25,74.6,Subadult,Female,27-08-2015,Philippines,Rivers,Critically Endangered,Jacob Fox,Next single the once PM you ready way rule indicate.
268,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.08,418.9,Juvenile,Female,10-06-2014,Malaysia,Estuaries,Least Concern,Tracy Brown,Data than team kitchen difficult plant remember happy open school cultural right.
820,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.23,185.8,Adult,Unknown,07-03-2022,Indonesia (Borneo),Rivers,Data Deficient,Sean Stevens,Threat rather education.
442,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.26,82.0,Adult,Male,15-08-2021,Papua New Guinea,Lakes,Least Concern,Albert Washington,Amount blue soldier message arrive budget.
497,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.22,441.8,Subadult,Male,31-03-2018,Venezuela,Large Rivers,Critically Endangered,Miranda Myers,Strategy pull same somebody son suddenly perform executive see project can current.
113,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.59,37.4,Juvenile,Unknown,15-05-2005,Australia,Gorges,Least Concern,Christopher Reeves,Specific whose worry property remember.
692,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.3,30.7,Juvenile,Female,07-02-2007,Philippines,Freshwater Marshes,Critically Endangered,Erica Hall,History own money bill everyone part third teacher.
233,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.94,54.2,Subadult,Unknown,22-07-2020,Australia,Freshwater Rivers,Least Concern,Andre Watson,Land whether listen necessary general study else store bed agree.
870,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.62,120.6,Adult,Unknown,30-07-2012,Côte d'Ivoire,Swamps,Critically Endangered,Adam Stone,Reason several article sort term produce he.
608,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.85,122.1,Subadult,Unknown,25-11-2023,Indonesia (Papua),Swamps,Least Concern,Jill Ray,Mission worry goal Mrs decide between standard down.
672,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.29,88.8,Adult,Unknown,25-07-2016,Cambodia,Swamps,Critically Endangered,Rachel Sheppard,Great realize home act situation others back property pattern food worry voice sea say.
374,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.22,95.0,Subadult,Male,04-08-2020,Congo Basin Countries,Forest Rivers,Endangered,Andrew Charles,Four threat billion she seat against serve police.
982,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.14,57.7,Adult,Female,16-04-2022,Australia,Gorges,Least Concern,Meghan Rowland,Floor all red technology himself much better.
843,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.88,115.5,Adult,Unknown,10-08-2010,Papua New Guinea,Lakes,Least Concern,Kelly Gray,Possible that lot low here protect ask different deal change part rock build culture.
234,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.98,190.6,Adult,Female,31-01-2024,Sudan,Rivers,Least Concern,Scott Chan,Tax positive question especially important after.
786,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.35,197.9,Adult,Male,27-11-2014,Niger,Oases,Least Concern,James Watson MD,Laugh official agent side.
677,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.38,22.7,Subadult,Female,13-12-2007,Congo (DRC),Forest Swamps,Data Deficient,Michaela Pace,Yet south billion power.
318,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.9,121.2,Juvenile,Unknown,04-02-2017,Venezuela,Flooded Savannas,Critically Endangered,Regina Ramos,Include choose action model serve carry expert movement reach man sense federal she something.
649,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.42,111.8,Adult,Male,09-12-2007,Niger,Oases,Least Concern,Erica Myers,Spring both into risk certain follow camera.
411,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.78,55.6,Juvenile,Male,24-05-2016,Papua New Guinea,Swamps,Least Concern,Jeffrey Cook,Analysis science understand compare size machine break time.
899,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.8,27.7,Juvenile,Unknown,06-05-2015,Papua New Guinea,Freshwater Wetlands,Least Concern,Karen Edwards,Direction give reduce with start difference especially student least just opportunity ask yet against large practice time.
710,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.49,192.0,Adult,Male,17-05-2010,Papua New Guinea,Freshwater Wetlands,Least Concern,David Rodriguez PhD,Quite fact direction me sense simple beyond sound friend make go nation professional effect learn still feeling free.
359,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,97.3,Subadult,Female,12-03-2014,Indonesia (Papua),Lakes,Least Concern,Kayla Herring,Nearly analysis color friend the television class.
259,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.06,162.8,Subadult,Unknown,09-08-2022,Malaysia (Borneo),Estuarine Systems,Data Deficient,Kristina Pena,Wear guy approach development lawyer nice people list price respond box service develop game stop who.
745,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.8,535.1,Subadult,Female,28-09-2022,India,Tidal Rivers,Least Concern,Dana Carter,Huge price prevent baby voice day relate spend today teach kitchen few.
628,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.23,87.7,Subadult,Unknown,15-05-2013,Philippines,Rivers,Critically Endangered,Christina Mccarthy,Red maybe Congress yeah option play director.
633,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.35,44.0,Juvenile,Unknown,16-05-2014,Cuba,Swamps,Critically Endangered,Kendra Watson,Decide himself thought candidate sea build only treatment pressure couple relate.
283,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.02,71.7,Subadult,Male,10-03-2016,Philippines,Ponds,Critically Endangered,Matthew Miller,Teach cause Mrs enjoy though.
377,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.61,40.4,Subadult,Female,21-12-2012,Philippines,Freshwater Marshes,Critically Endangered,Amber Johnson,Black approach interview condition other or structure record pattern.
385,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.14,196.7,Adult,Male,04-08-2014,Colombia,Coastal Lagoons,Vulnerable,Suzanne Mooney,Account worry identify camera family hard nature apply reflect star grow technology tend dog reduce hour.
225,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.92,107.4,Juvenile,Female,17-02-2016,Mexico,Brackish Rivers,Vulnerable,Angelica Cooper,Including series dinner article hit mission whole reach view of dog federal house take alone.
954,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.28,83.1,Adult,Male,23-01-2019,Cuba,Swamps,Critically Endangered,Karen Ramirez,Officer former create camera focus plan wife director.
815,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.07,183.9,Adult,Unknown,11-11-2015,Ghana,Shaded Forest Rivers,Critically Endangered,Thomas Hughes,Several card significant today star room interesting hour author major science only develop.
473,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.91,26.9,Juvenile,Unknown,10-07-2012,Australia,Gorges,Least Concern,Kevin Murphy,Cup increase consider then war this difference way type positive phone.
348,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.8,149.4,Subadult,Unknown,11-02-2023,Nepal,Reservoirs,Vulnerable,Antonio Scott,Three spring ahead never exactly charge today prevent because him whether partner personal dinner drive.
506,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.84,25.0,Juvenile,Female,21-11-2015,Australia,Billabongs,Least Concern,Glen Reid,Agreement someone or.
640,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.68,134.5,Adult,Unknown,18-09-2005,Cameroon,Swamps,Endangered,Steven Phillips,Personal action green room.
988,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.92,37.6,Juvenile,Male,11-02-2009,Sudan,Lakes,Least Concern,Michael Buck,Clearly car without painting age.
929,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.23,78.8,Subadult,Female,04-06-2005,Papua New Guinea,Lakes,Least Concern,Brittney Morales,Character first early school several main particular shake most.
906,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.89,77.0,Juvenile,Male,08-02-2018,Guinea,Swamps,Critically Endangered,Tina Lopez,Marriage movement wish best raise choice hear computer key suffer sign medical sport knowledge performance.
620,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.69,738.4,Adult,Male,01-02-2008,Tanzania,Reservoirs,Least Concern,Wayne Morgan,Story surface tax face low enter able piece hour.
